Subject,AWC,hour
12683.0,2427.0,16
12683.0,2021.0,7
12683.0,1874.0,11
12683.0,1514.0,10
12683.0,1378.0,20
12683.0,1247.0,12
12683.0,1166.0,13
12683.0,1123.0,17
12683.0,643.0,8
12683.0,572.0,15
12683.0,111.0,6
12683.0,94.0,14
12683.0,-1,0
12683.0,-1,1
12683.0,-1,2
12683.0,-1,3
12683.0,-1,4
12683.0,-1,5
12683.0,-1,21
12683.0,-1,22
12683.0,-1,23
12717.0,1784.0,16
12717.0,1764.0,18
12717.0,1576.0,10
12717.0,1310.0,17
12717.0,1083.0,11
12717.0,751.0,9
12717.0,437.0,14
12717.0,426.0,8
12717.0,-1,0
12717.0,-1,1
12717.0,-1,2
12717.0,-1,3
12717.0,-1,4
12717.0,-1,5
12717.0,-1,6
12717.0,-1,7
12717.0,-1,12
12717.0,-1,13
12717.0,-1,15
12717.0,-1,19
12717.0,-1,20
12717.0,-1,21
12717.0,-1,22
12717.0,-1,23
12737.0,1464.0,18
12737.0,1168.0,17
12737.0,1123.0,8
12737.0,1116.0,9
12737.0,813.0,16
12737.0,780.0,11
12737.0,750.0,19
12737.0,391.0,10
12737.0,-1,0
12737.0,-1,1
12737.0,-1,2
12737.0,-1,3
12737.0,-1,4
12737.0,-1,5
12737.0,-1,6
12737.0,-1,7
12737.0,-1,12
12737.0,-1,13
12737.0,-1,14
12737.0,-1,15
12737.0,-1,20
12737.0,-1,21
12737.0,-1,22
12737.0,-1,23
12828.0,2726.0,8
12828.0,2578.0,12
12828.0,2179.0,16
12828.0,1795.0,18
12828.0,1661.0,6
12828.0,1468.0,9
12828.0,1421.0,14
12828.0,1408.0,13
12828.0,1169.0,7
12828.0,1132.0,10
12828.0,723.0,15
12828.0,386.0,11
12828.0,232.0,17
12828.0,-1,0
12828.0,-1,1
12828.0,-1,2
12828.0,-1,3
12828.0,-1,4
12828.0,-1,5
12828.0,-1,19
12828.0,-1,20
12828.0,-1,21
12828.0,-1,22
12828.0,-1,23
12830.0,2687.0,16
12830.0,2359.0,14
12830.0,2294.0,9
12830.0,2229.0,8
12830.0,2140.0,7
12830.0,1546.0,17
12830.0,1332.0,12
12830.0,956.0,15
12830.0,849.0,10
12830.0,586.0,11
12830.0,15.0,6
12830.0,6.0,18
12830.0,-1,0
12830.0,-1,1
12830.0,-1,2
12830.0,-1,3
12830.0,-1,4
12830.0,-1,5
12830.0,-1,13
12830.0,-1,19
12830.0,-1,20
12830.0,-1,21
12830.0,-1,22
12830.0,-1,23
12840.0,1007.0,14
12840.0,758.0,9
12840.0,686.0,19
12840.0,632.0,10
12840.0,572.0,15
12840.0,569.0,18
12840.0,468.0,11
12840.0,460.0,17
12840.0,296.0,12
12840.0,278.0,16
12840.0,47.0,8
12840.0,22.0,13
12840.0,-1,0
12840.0,-1,1
12840.0,-1,2
12840.0,-1,3
12840.0,-1,4
12840.0,-1,5
12840.0,-1,6
12840.0,-1,7
12840.0,-1,20
12840.0,-1,21
12840.0,-1,22
12840.0,-1,23
12878.0,3204.0,10
12878.0,2460.0,16
12878.0,2442.0,11
12878.0,2180.0,14
12878.0,2095.0,17
12878.0,1825.0,15
12878.0,1499.0,13
12878.0,1459.0,18
12878.0,1176.0,9
12878.0,1074.0,19
12878.0,595.0,7
12878.0,431.0,8
12878.0,-1,0
12878.0,-1,1
12878.0,-1,2
12878.0,-1,3
12878.0,-1,4
12878.0,-1,5
12878.0,-1,6
12878.0,-1,12
12878.0,-1,20
12878.0,-1,21
12878.0,-1,22
12878.0,-1,23
12959.0,3939.0,14
12959.0,3556.0,8
12959.0,3538.0,15
12959.0,2322.0,7
12959.0,1553.0,10
12959.0,1385.0,16
12959.0,1012.0,6
12959.0,944.0,9
12959.0,835.0,17
12959.0,768.0,18
12959.0,637.0,11
12959.0,396.0,13
12959.0,-1,0
12959.0,-1,1
12959.0,-1,2
12959.0,-1,3
12959.0,-1,4
12959.0,-1,5
12959.0,-1,12
12959.0,-1,19
12959.0,-1,20
12959.0,-1,21
12959.0,-1,22
12959.0,-1,23
12971.0,3244.0,19
12971.0,1155.0,9
12971.0,1027.0,11
12971.0,810.0,12
12971.0,764.0,17
12971.0,519.0,7
12971.0,502.0,8
12971.0,497.0,10
12971.0,475.0,16
12971.0,464.0,18
12971.0,118.0,20
12971.0,-1,0
12971.0,-1,1
12971.0,-1,2
12971.0,-1,3
12971.0,-1,4
12971.0,-1,5
12971.0,-1,6
12971.0,-1,13
12971.0,-1,14
12971.0,-1,15
12971.0,-1,21
12971.0,-1,22
12971.0,-1,23
13044.0,1716.0,7
13044.0,1548.0,18
13044.0,1419.0,12
13044.0,1083.0,14
13044.0,1019.0,9
13044.0,856.0,8
13044.0,821.0,13
13044.0,277.0,19
13044.0,188.0,20
13044.0,180.0,17
13044.0,73.0,15
13044.0,-1,0
13044.0,-1,1
13044.0,-1,2
13044.0,-1,3
13044.0,-1,4
13044.0,-1,5
13044.0,-1,6
13044.0,-1,10
13044.0,-1,11
13044.0,-1,16
13044.0,-1,21
13044.0,-1,22
13044.0,-1,23
13061.0,5569.0,13
13061.0,3661.0,14
13061.0,3614.0,21
13061.0,3582.0,20
13061.0,3116.0,17
13061.0,3067.0,12
13061.0,2838.0,9
13061.0,2684.0,19
13061.0,1794.0,10
13061.0,1676.0,11
13061.0,1584.0,18
13061.0,603.0,16
13061.0,-1,0
13061.0,-1,1
13061.0,-1,2
13061.0,-1,3
13061.0,-1,4
13061.0,-1,5
13061.0,-1,6
13061.0,-1,7
13061.0,-1,8
13061.0,-1,15
13061.0,-1,22
13061.0,-1,23
13069.0,3090.0,16
13069.0,2954.0,17
13069.0,1433.0,14
13069.0,1277.0,20
13069.0,1174.0,21
13069.0,850.0,18
13069.0,837.0,19
13069.0,817.0,15
13069.0,696.0,13
13069.0,392.0,22
13069.0,373.0,11
13069.0,354.0,10
13069.0,167.0,12
13069.0,-1,0
13069.0,-1,1
13069.0,-1,2
13069.0,-1,3
13069.0,-1,4
13069.0,-1,5
13069.0,-1,6
13069.0,-1,7
13069.0,-1,8
13069.0,-1,9
13069.0,-1,23
13079.0,3151.0,9
13079.0,2112.0,20
13079.0,1957.0,16
13079.0,1896.0,18
13079.0,1890.0,10
13079.0,1866.0,15
13079.0,1749.0,11
13079.0,1165.0,17
13079.0,810.0,8
13079.0,496.0,14
13079.0,189.0,19
13079.0,0.0,21
13079.0,-1,0
13079.0,-1,1
13079.0,-1,2
13079.0,-1,3
13079.0,-1,4
13079.0,-1,5
13079.0,-1,6
13079.0,-1,7
13079.0,-1,12
13079.0,-1,13
13079.0,-1,22
13079.0,-1,23
13081.0,2515.0,10
13081.0,2222.0,7
13081.0,2088.0,8
13081.0,2013.0,18
13081.0,1910.0,14
13081.0,1637.0,19
13081.0,1331.0,12
13081.0,1143.0,17
13081.0,1138.0,6
13081.0,870.0,11
13081.0,711.0,13
13081.0,229.0,16
13081.0,-1,0
13081.0,-1,1
13081.0,-1,2
13081.0,-1,3
13081.0,-1,4
13081.0,-1,5
13081.0,-1,9
13081.0,-1,15
13081.0,-1,20
13081.0,-1,21
13081.0,-1,22
13081.0,-1,23
13128.0,3467.0,18
13128.0,3010.0,19
13128.0,2785.0,17
13128.0,2556.0,8
13128.0,1743.0,16
13128.0,1481.0,11
13128.0,1353.0,9
13128.0,1107.0,15
13128.0,521.0,10
13128.0,182.0,7
13128.0,168.0,12
13128.0,-1,0
13128.0,-1,1
13128.0,-1,2
13128.0,-1,3
13128.0,-1,4
13128.0,-1,5
13128.0,-1,6
13128.0,-1,13
13128.0,-1,14
13128.0,-1,20
13128.0,-1,21
13128.0,-1,22
13128.0,-1,23
13131.0,867.0,11
13131.0,857.0,12
13131.0,422.0,18
13131.0,421.0,16
13131.0,385.0,10
13131.0,371.0,19
13131.0,265.0,8
13131.0,245.0,17
13131.0,225.0,9
13131.0,172.0,15
13131.0,150.0,7
13131.0,-1,0
13131.0,-1,1
13131.0,-1,2
13131.0,-1,3
13131.0,-1,4
13131.0,-1,5
13131.0,-1,6
13131.0,-1,13
13131.0,-1,14
13131.0,-1,20
13131.0,-1,21
13131.0,-1,22
13131.0,-1,23
13142.0,3184.0,7
13142.0,1947.0,18
13142.0,1847.0,9
13142.0,1666.0,15
13142.0,1456.0,11
13142.0,1436.0,16
13142.0,1392.0,8
13142.0,1356.0,17
13142.0,1353.0,10
13142.0,1080.0,12
13142.0,774.0,14
13142.0,681.0,6
13142.0,617.0,19
13142.0,-1,0
13142.0,-1,1
13142.0,-1,2
13142.0,-1,3
13142.0,-1,4
13142.0,-1,5
13142.0,-1,13
13142.0,-1,20
13142.0,-1,21
13142.0,-1,22
13142.0,-1,23
13191.0,2118.0,19
13191.0,2066.0,20
13191.0,1988.0,14
13191.0,1973.0,18
13191.0,1821.0,9
13191.0,1784.0,7
13191.0,1686.0,8
13191.0,1544.0,15
13191.0,1290.0,11
13191.0,1260.0,16
13191.0,918.0,10
13191.0,909.0,17
13191.0,174.0,6
13191.0,135.0,12
13191.0,0.0,13
13191.0,-1,0
13191.0,-1,1
13191.0,-1,2
13191.0,-1,3
13191.0,-1,4
13191.0,-1,5
13191.0,-1,21
13191.0,-1,22
13191.0,-1,23
13293.0,5246.0,19
13293.0,3716.0,20
13293.0,2969.0,21
13293.0,2893.0,18
13293.0,2274.0,10
13293.0,1595.0,17
13293.0,1384.0,13
13293.0,1119.0,16
13293.0,285.0,11
13293.0,246.0,12
13293.0,0.0,22
13293.0,-1,0
13293.0,-1,1
13293.0,-1,2
13293.0,-1,3
13293.0,-1,4
13293.0,-1,5
13293.0,-1,6
13293.0,-1,7
13293.0,-1,8
13293.0,-1,9
13293.0,-1,14
13293.0,-1,15
13293.0,-1,23
13304.0,2313.0,9
13304.0,2018.0,17
13304.0,1794.0,18
13304.0,1255.0,19
13304.0,1118.0,8
13304.0,849.0,13
13304.0,663.0,14
13304.0,626.0,11
13304.0,574.0,20
13304.0,520.0,12
13304.0,106.0,10
13304.0,80.0,16
13304.0,-1,0
13304.0,-1,1
13304.0,-1,2
13304.0,-1,3
13304.0,-1,4
13304.0,-1,5
13304.0,-1,6
13304.0,-1,7
13304.0,-1,15
13304.0,-1,21
13304.0,-1,22
13304.0,-1,23
13326.0,1558.0,18
13326.0,1064.0,19
13326.0,970.0,7
13326.0,594.0,14
13326.0,574.0,17
13326.0,521.0,10
13326.0,452.0,8
13326.0,409.0,13
13326.0,309.0,11
13326.0,243.0,12
13326.0,236.0,9
13326.0,58.0,6
13326.0,32.0,16
13326.0,-1,0
13326.0,-1,1
13326.0,-1,2
13326.0,-1,3
13326.0,-1,4
13326.0,-1,5
13326.0,-1,15
13326.0,-1,20
13326.0,-1,21
13326.0,-1,22
13326.0,-1,23
13503.0,3318.0,10
13503.0,3058.0,11
13503.0,2564.0,18
13503.0,2328.0,17
13503.0,1820.0,19
13503.0,1795.0,12
13503.0,1681.0,7
13503.0,981.0,13
13503.0,924.0,8
13503.0,730.0,9
13503.0,641.0,20
13503.0,19.0,6
13503.0,-1,0
13503.0,-1,1
13503.0,-1,2
13503.0,-1,3
13503.0,-1,4
13503.0,-1,5
13503.0,-1,14
13503.0,-1,15
13503.0,-1,16
13503.0,-1,21
13503.0,-1,22
13503.0,-1,23
13604.0,1036.0,18
13604.0,817.0,8
13604.0,740.0,9
13604.0,619.0,12
13604.0,560.0,17
13604.0,492.0,10
13604.0,481.0,13
13604.0,459.0,15
13604.0,190.0,11
13604.0,141.0,7
13604.0,120.0,19
13604.0,71.0,14
13604.0,-1,0
13604.0,-1,1
13604.0,-1,2
13604.0,-1,3
13604.0,-1,4
13604.0,-1,5
13604.0,-1,6
13604.0,-1,16
13604.0,-1,20
13604.0,-1,21
13604.0,-1,22
13604.0,-1,23
13628.0,4155.0,19
13628.0,1305.0,16
13628.0,1304.0,15
13628.0,1214.0,10
13628.0,1208.0,18
13628.0,1061.0,14
13628.0,482.0,20
13628.0,439.0,9
13628.0,428.0,11
13628.0,179.0,17
13628.0,-1,0
13628.0,-1,1
13628.0,-1,2
13628.0,-1,3
13628.0,-1,4
13628.0,-1,5
13628.0,-1,6
13628.0,-1,7
13628.0,-1,8
13628.0,-1,12
13628.0,-1,13
13628.0,-1,21
13628.0,-1,22
13628.0,-1,23
13648.0,4579.0,19
13648.0,1809.0,11
13648.0,1706.0,18
13648.0,1702.0,8
13648.0,1612.0,10
13648.0,1371.0,17
13648.0,1287.0,9
13648.0,1273.0,15
13648.0,771.0,14
13648.0,674.0,16
13648.0,391.0,7
13648.0,59.0,20
13648.0,0.0,21
13648.0,0.0,22
13648.0,0.0,23
13648.0,-1,0
13648.0,-1,1
13648.0,-1,2
13648.0,-1,3
13648.0,-1,4
13648.0,-1,5
13648.0,-1,6
13648.0,-1,12
13648.0,-1,13
911343.0,2812.0,18
911343.0,1343.0,16
911343.0,1229.0,12
911343.0,878.0,11
911343.0,654.0,17
911343.0,615.0,14
911343.0,572.0,15
911343.0,485.0,8
911343.0,467.0,9
911343.0,437.0,10
911343.0,330.0,19
911343.0,46.0,13
911343.0,-1,0
911343.0,-1,1
911343.0,-1,2
911343.0,-1,3
911343.0,-1,4
911343.0,-1,5
911343.0,-1,6
911343.0,-1,7
911343.0,-1,20
911343.0,-1,21
911343.0,-1,22
911343.0,-1,23
911401.0,2411.0,10
911401.0,1306.0,11
911401.0,1221.0,9
911401.0,1042.0,13
911401.0,299.0,14
911401.0,277.0,8
911401.0,51.0,12
911401.0,32.0,7
911401.0,-1,0
911401.0,-1,1
911401.0,-1,2
911401.0,-1,3
911401.0,-1,4
911401.0,-1,5
911401.0,-1,6
911401.0,-1,15
911401.0,-1,16
911401.0,-1,17
911401.0,-1,18
911401.0,-1,19
911401.0,-1,20
