X1,AWC,CTC,CVC,noise,silence,distant,tv,meaningful,xgb_pred,CDSpred,language,SUBJECT,Time
5395,14.6,1.2,5,0.01,0.506666666666667,0.26,0,0.223333333333333,0.827353060245514,1,English,11003,10
5411,50.6,2.4,5.2,0.0133333333333333,0.196666666666667,0.2,0.01,0.58,0.500181615352631,1,English,11003,11.2
5413,27.6,1,5.2,0.02,0.273333333333333,0.236666666666667,0,0.47,0.597295463085175,1,English,11003,11.3
5415,38.4,1,2,0.00666666666666667,0.44,0.21,0.00666666666666667,0.336666666666667,0.618580341339111,1,English,11003,11.4
5416,55.2,1,2.4,0.01,0.323333333333333,0.243333333333333,0.00333333333333333,0.42,0.571716904640198,1,English,11003,11.45
5419,37.6,2,4.8,0.00666666666666667,0.48,0.163333333333333,0.00666666666666667,0.343333333333333,0.911554634571075,1,English,11003,12
5420,73,1,1.6,0.00666666666666667,0.51,0.09,0.03,0.363333333333333,0.750990390777588,1,English,11003,12.05
5421,29,0.6,1.6,0.0366666666666667,0.52,0.12,0.0966666666666667,0.226666666666667,0.584866642951965,1,English,11003,12.1
5422,56.8,1.2,2.6,0,0.386666666666667,0.116666666666667,0.196666666666667,0.3,0.70454078912735,1,English,11003,12.15
5425,11.6,0.2,2.8,0.00666666666666667,0.32,0.08,0.21,0.383333333333333,0.620533645153046,1,English,11003,13.25
5426,32.2,1.6,4.4,0.00666666666666667,0.436666666666667,0.0933333333333333,0.15,0.313333333333333,0.765621900558472,1,English,11003,13.3
5427,38.4,2.2,3.2,0.00333333333333333,0.51,0.146666666666667,0.0766666666666667,0.263333333333333,0.84954822063446,1,English,11003,13.35
5428,32.2,0.8,1,0,0.683333333333333,0.12,0,0.196666666666667,0.615956842899323,1,English,11003,13.4
5429,40,1.6,3,0,0.416666666666667,0.23,0,0.353333333333333,0.564389705657959,1,English,11003,13.45
5430,13.2,1,3,0,0.483333333333333,0.233333333333333,0.00333333333333333,0.28,0.776256799697876,1,English,11003,13.5
5431,24.6,1.8,2.8,0.0233333333333333,0.606666666666667,0.163333333333333,0,0.206666666666667,0.857775270938873,1,English,11003,13.55
5432,40.4,3.4,4.6,0,0.423333333333333,0.296666666666667,0,0.28,0.868783533573151,1,English,11003,14
5433,17.2,0.8,1.4,0,0.61,0.246666666666667,0.0166666666666667,0.126666666666667,0.736943960189819,1,English,11003,14.05
5436,3.2,0.2,0.8,0.0533333333333333,0.246666666666667,0.606666666666667,0,0.0933333333333333,0.581201553344727,1,English,11003,14.2
5437,1.6,0,0.6,0,0.383333333333333,0.573333333333333,0.00333333333333333,0.04,0.50414377450943,1,English,11003,14.25
5439,22.6,0.4,1.2,0.01,0.543333333333333,0.23,0.01,0.206666666666667,0.50620025396347,1,English,11003,14.35
5440,26.4,2.2,3.6,0,0.626666666666667,0.146666666666667,0.00666666666666667,0.22,0.901744961738586,1,English,11003,14.4
5441,16.6,1.2,4.2,0,0.616666666666667,0.186666666666667,0,0.196666666666667,0.828635215759277,1,English,11003,14.45
5443,24.4,1,2,0.00666666666666667,0.58,0.21,0.0266666666666667,0.176666666666667,0.730042576789856,1,English,11003,14.55
5444,32.2,0.2,0.4,0.01,0.64,0.146666666666667,0.04,0.163333333333333,0.522834658622742,1,English,11003,15
5445,1.6,0,0.8,0.07,0.36,0.486666666666667,0.0166666666666667,0.0666666666666667,0.531557619571686,1,English,11003,15.05
5449,18,0.8,0.8,0,0.673333333333333,0.23,0,0.0966666666666667,0.764392197132111,1,English,11003,15.25
5450,17.2,0.8,5,0.04,0.643333333333333,0.12,0,0.196666666666667,0.801409363746643,1,English,11003,15.3
5451,13.8,1.6,10,0.01,0.623333333333333,0.14,0,0.226666666666667,0.862237870693207,1,English,11003,15.35
5452,31,1.4,3.8,0.0166666666666667,0.563333333333333,0.176666666666667,0.00666666666666667,0.236666666666667,0.774597883224487,1,English,11003,15.4
5453,7.6,0.8,7.8,0.02,0.543333333333333,0.226666666666667,0,0.21,0.772890686988831,1,English,11003,15.45
5454,7.4,0.2,2.6,0,0.73,0.17,0,0.1,0.817582964897156,1,English,11003,15.5
5455,18.8,1,3,0.0266666666666667,0.68,0.123333333333333,0.00333333333333333,0.166666666666667,0.805692315101624,1,English,11003,15.55
5456,57.2,2.2,3.6,0.02,0.363333333333333,0.163333333333333,0.00666666666666667,0.446666666666667,0.643188536167145,1,English,11003,16
5457,59,1,2,0.0333333333333333,0.3,0.196666666666667,0.0366666666666667,0.433333333333333,0.54863715171814,1,English,11003,16.05
5458,41.6,0.4,0.6,0.03,0.503333333333333,0.15,0.02,0.296666666666667,0.50365549325943,1,English,11003,16.1
5460,112,1.8,3.4,0.0233333333333333,0.223333333333333,0.0633333333333333,0.0133333333333333,0.676666666666667,0.58923327922821,1,English,11003,16.2
5462,73.4,2,2.6,0.0166666666666667,0.26,0.11,0.11,0.503333333333333,0.555831015110016,1,English,11003,16.3
5463,40,2.2,3.2,0.00333333333333333,0.45,0.196666666666667,0.0266666666666667,0.323333333333333,0.678190767765045,1,English,11003,16.35
5465,22.8,0.6,0.8,0.00333333333333333,0.39,0.476666666666667,0,0.13,0.60072910785675,1,English,11003,16.45
5467,6.2,0,0.4,0.113333333333333,0.233333333333333,0.573333333333333,0.00666666666666667,0.0733333333333333,0.523220419883728,1,English,11003,16.55
5468,4.4,0,1,0,0.28,0.64,0.00666666666666667,0.0733333333333333,0.547443330287933,1,English,11003,17
5469,8.8,0,0,0,0.21,0.723333333333333,0.00333333333333333,0.0633333333333333,0.521414637565613,1,English,11003,17.05
5470,6.6,0,0.4,0.0166666666666667,0.236666666666667,0.693333333333333,0,0.0533333333333333,0.531412303447723,1,English,11003,17.1
5472,44.6,1,1,0.00666666666666667,0.273333333333333,0.51,0.00333333333333333,0.206666666666667,0.50433760881424,1,English,11003,17.2
5482,4.8,0.8,1.6,0.03,0.103333333333333,0.8,0,0.0666666666666667,0.75263112783432,1,English,11003,18.1
5483,37.2,1.4,2.8,0.00333333333333333,0.0433333333333333,0.75,0.00333333333333333,0.2,0.533068776130676,1,English,11003,18.15
5490,1,0,0.2,0.05,0.0566666666666667,0.886666666666667,0,0.00666666666666667,0.612419068813324,1,English,11003,18.5
5491,9.8,0.6,1.2,0,0.143333333333333,0.723333333333333,0.00333333333333333,0.13,0.510268807411194,1,English,11003,18.55
5493,40,1.8,3.8,0.00333333333333333,0.16,0.53,0.00333333333333333,0.303333333333333,0.549729108810425,1,English,11003,19.05
5495,36.8,1,2.6,0.00666666666666667,0.47,0.193333333333333,0.0266666666666667,0.303333333333333,0.662719786167145,1,English,11003,19.15
5496,84.6,0.6,0.8,0.05,0.333333333333333,0.2,0,0.416666666666667,0.688766777515411,1,English,11003,19.2
5497,128,1.6,1.8,0.00333333333333333,0.243333333333333,0.0766666666666667,0.00333333333333333,0.673333333333333,0.845494449138641,1,English,11003,19.25
5501,115.6,3.4,4.8,0.02,0.363333333333333,0.07,0.01,0.536666666666667,0.844248950481415,1,English,11009,7.5
5502,151.4,3.6,4.4,0,0.256666666666667,0.0466666666666667,0.0166666666666667,0.68,0.873172104358673,1,English,11009,7.55
5503,122.6,2.8,4,0.00333333333333333,0.333333333333333,0.0666666666666667,0.0166666666666667,0.58,0.789653599262238,1,English,11009,8
5505,19.4,1.8,7.4,0.00666666666666667,0.343333333333333,0.433333333333333,0.00333333333333333,0.213333333333333,0.826995968818665,1,English,11009,8.1
5506,9.8,0.6,4.2,0.01,0.506666666666667,0.256666666666667,0.0933333333333333,0.133333333333333,0.77077442407608,1,English,11009,8.15
5507,16.2,0.6,2.2,0.00333333333333333,0.346666666666667,0.116666666666667,0.436666666666667,0.0966666666666667,0.609499156475067,1,English,11009,8.2
5508,29.2,0.4,3.8,0.0133333333333333,0.49,0.216666666666667,0.0966666666666667,0.183333333333333,0.565132319927216,1,English,11009,8.25
5510,26.2,2.8,8.8,0.00333333333333333,0.586666666666667,0.163333333333333,0.00666666666666667,0.24,0.930362403392792,1,English,11009,8.35
5511,87.8,2.8,4.8,0.00333333333333333,0.48,0.0766666666666667,0.02,0.42,0.772310853004456,1,English,11009,8.4
5512,65,3.2,5.2,0.0266666666666667,0.27,0.266666666666667,0.00333333333333333,0.433333333333333,0.774606645107269,1,English,11009,8.45
5513,111,2,3.4,0.00666666666666667,0.333333333333333,0.09,0.0133333333333333,0.556666666666667,0.552359461784363,1,English,11009,8.5
5514,52.6,3.2,8.8,0,0.42,0.2,0,0.38,0.773074328899384,1,English,11009,8.55
5515,44.2,3.2,7,0.00666666666666667,0.52,0.18,0,0.293333333333333,0.86180579662323,1,English,11009,9
5516,22.2,1.4,10.2,0.00666666666666667,0.536666666666667,0.0966666666666667,0,0.36,0.831498861312866,1,English,11009,9.05
5517,18.2,1.8,7.8,0.00333333333333333,0.536666666666667,0.203333333333333,0,0.256666666666667,0.798450887203217,1,English,11009,9.1
5518,30.6,1,3.8,0.00333333333333333,0.603333333333333,0.163333333333333,0.00333333333333333,0.226666666666667,0.796151101589203,1,English,11009,9.15
5519,35.2,1.8,4.6,0.0133333333333333,0.623333333333333,0.126666666666667,0.00666666666666667,0.23,0.876905500888824,1,English,11009,9.2
5520,36.6,1,2.2,0.01,0.45,0.266666666666667,0,0.273333333333333,0.621469497680664,1,English,11009,9.25
5521,33.8,1.2,4.8,0.0166666666666667,0.433333333333333,0.27,0.00666666666666667,0.273333333333333,0.652444422245026,1,English,11009,9.3
5522,14.8,0.4,2.6,0.00666666666666667,0.663333333333333,0.14,0,0.19,0.721544146537781,1,English,11009,9.35
5523,17.4,0.8,3.6,0.01,0.686666666666667,0.173333333333333,0,0.13,0.794909834861755,1,English,11009,9.4
5524,53,3.2,7.2,0.01,0.433333333333333,0.143333333333333,0.00333333333333333,0.41,0.882945835590363,1,English,11009,9.45
5525,49.8,3.2,6.6,0.00666666666666667,0.326666666666667,0.3,0,0.366666666666667,0.719028115272522,1,English,11009,9.5
5527,72.2,2.2,4.2,0,0.266666666666667,0.24,0.00333333333333333,0.49,0.596107959747314,1,English,11009,10
5528,59.4,2.8,4.4,0.0133333333333333,0.316666666666667,0.24,0.05,0.38,0.66592276096344,1,English,11009,10.25
5530,175.4,1.6,2,0,0.146666666666667,0.0533333333333333,0.01,0.79,0.521560609340668,1,English,11009,10.35
5531,90.6,3.8,8,0.00666666666666667,0.0666666666666667,0.27,0,0.656666666666667,0.575926959514618,1,English,11009,10.4
5533,44.2,3,4.8,0.00333333333333333,0.306666666666667,0.283333333333333,0.00333333333333333,0.403333333333333,0.759271621704102,1,English,11009,10.5
5534,70.4,1.2,3,0.00333333333333333,0.31,0.176666666666667,0.00333333333333333,0.506666666666667,0.520248830318451,1,English,11009,10.55
5535,70.2,3.8,6.2,0.00666666666666667,0.256666666666667,0.226666666666667,0.00333333333333333,0.506666666666667,0.807819008827209,1,English,11009,11
5536,54,3.6,5.6,0.00333333333333333,0.363333333333333,0.166666666666667,0,0.466666666666667,0.627505242824554,1,English,11009,11.05
5537,69.2,2.2,6,0.00333333333333333,0.346666666666667,0.133333333333333,0,0.516666666666667,0.692265748977661,1,English,11009,11.1
5538,112,3,6.4,0.01,0.233333333333333,0.126666666666667,0,0.63,0.795498549938202,1,English,11009,11.15
5539,122.4,1.8,3.6,0,0.253333333333333,0.103333333333333,0.00333333333333333,0.64,0.708288669586182,1,English,11009,11.2
5540,35.2,2.2,8,0.00333333333333333,0.46,0.126666666666667,0.00333333333333333,0.406666666666667,0.913614094257355,1,English,11009,11.25
5541,10.8,0.8,5.8,0.0633333333333333,0.58,0.146666666666667,0,0.21,0.845869243144989,1,English,11009,11.3
5542,9.4,0,0.8,0.0533333333333333,0.316666666666667,0.48,0,0.15,0.548951089382172,1,English,11009,11.35
5543,57.8,2.8,6.4,0.0133333333333333,0.246666666666667,0.293333333333333,0.00333333333333333,0.443333333333333,0.600494503974915,1,English,11009,11.4
5544,50.8,2.8,12.2,0.00333333333333333,0.14,0.233333333333333,0,0.623333333333333,0.572662830352783,1,English,11009,11.45
5545,56.4,3.8,8,0,0.313333333333333,0.19,0,0.496666666666667,0.629199922084808,1,English,11009,11.5
5547,26.6,1.6,7.2,0.0266666666666667,0.423333333333333,0.296666666666667,0,0.253333333333333,0.773177087306976,1,English,11009,12
5548,35.4,2,10.8,0.0333333333333333,0.363333333333333,0.206666666666667,0,0.396666666666667,0.717693448066711,1,English,11009,12.05
5549,7.8,0.4,6,0.0166666666666667,0.563333333333333,0.14,0.00333333333333333,0.276666666666667,0.748618900775909,1,English,11009,12.1
5550,4.4,0.4,6.4,0.0233333333333333,0.436666666666667,0.206666666666667,0.00333333333333333,0.33,0.714609861373901,1,English,11009,12.15
5554,24.2,0.6,4.6,0.00333333333333333,0.523333333333333,0.23,0.00666666666666667,0.236666666666667,0.660734355449677,1,English,11009,12.35
5555,131,3.4,5.4,0.00666666666666667,0.106666666666667,0.166666666666667,0.00666666666666667,0.713333333333333,0.527927041053772,1,English,11009,12.4
5556,108,3.8,6,0.00333333333333333,0.143333333333333,0.27,0,0.583333333333333,0.65208989381790206,1,English,11009,12.45
5557,31.2,2.2,7,0.0133333333333333,0.256666666666667,0.373333333333333,0,0.356666666666667,0.584544897079468,1,English,11009,12.5
5559,90.2,2.8,6.8,0.00666666666666667,0.263333333333333,0.233333333333333,0,0.496666666666667,0.649697780609131,1,English,11009,13
5561,71,3.4,6.2,0,0.12,0.153333333333333,0.04,0.686666666666667,0.634512543678284,1,English,11009,13.55
5562,47.8,4.2,8.8,0,0.0966666666666667,0.1,0.0833333333333333,0.72,0.593383848667145,1,English,11009,14
5563,24.6,1.8,3.8,0.00333333333333333,0.33,0.356666666666667,0,0.31,0.549582421779633,1,English,11009,14.05
5564,7.4,0.6,1.4,0,0.92,0.0266666666666667,0,0.0533333333333333,0.855060279369354,1,English,11009,14.1
5565,48.4,3.2,7.8,0.00666666666666667,0.33,0.186666666666667,0,0.476666666666667,0.626078367233276,1,English,11009,14.15
5566,18,2,8.8,0,0.61,0.0433333333333333,0.113333333333333,0.233333333333333,0.868359863758087,1,English,11009,15.25
5568,97.4,3.8,6.6,0,0.343333333333333,0.0433333333333333,0.0566666666666667,0.556666666666667,0.922654747962952,1,English,11009,15.35
5569,39.4,2.6,9.2,0,0.473333333333333,0.146666666666667,0.0133333333333333,0.366666666666667,0.850726664066315,1,English,11009,15.4
5571,3.2,0.2,3,0.00333333333333333,0.763333333333333,0.166666666666667,0,0.0666666666666667,0.839167177677155,1,English,11009,15.5
5572,4.2,0.2,2.2,0,0.54,0.346666666666667,0.00333333333333333,0.11,0.802780985832214,1,English,11009,15.55
5573,4.6,0.4,4.2,0,0.603333333333333,0.266666666666667,0,0.13,0.834748148918152,1,English,11009,16
5574,8.2,0.6,3.8,0.01,0.53,0.326666666666667,0,0.133333333333333,0.812457144260406,1,English,11009,16.05
5575,10.2,0,1,0.00333333333333333,0.556666666666667,0.353333333333333,0.00333333333333333,0.0833333333333333,0.757396638393402,1,English,11009,16.1
5580,78.8,2.6,5,0.0133333333333333,0.3,0.193333333333333,0.06,0.433333333333333,0.647072494029999,1,English,11009,16.35
5582,2.4,0,0.2,0.00333333333333333,0.21,0.293333333333333,0.393333333333333,0.1,0.512472033500671,1,English,11009,16.45
5583,1.2,0.4,1,0,0.156666666666667,0.123333333333333,0.68,0.04,0.568118393421173,1,English,11009,16.5
5586,1.4,0,1,0.01,0.293333333333333,0.176666666666667,0.456666666666667,0.0633333333333333,0.57342529296875,1,English,11009,17.05
5588,20.2,0.4,5.4,0,0.39,0.236666666666667,0.153333333333333,0.22,0.501816868782043,1,English,11009,17.15
5591,45.6,1,1.2,0.00333333333333333,0.346666666666667,0.123333333333333,0.24,0.286666666666667,0.652063012123108,1,English,11009,17.3
5592,30.4,1,1.6,0.00333333333333333,0.396666666666667,0.123333333333333,0.273333333333333,0.203333333333333,0.685409247875214,1,English,11009,17.35
5593,55.8,1.4,3.6,0.00666666666666667,0.483333333333333,0.17,0.0833333333333333,0.256666666666667,0.715153455734253,1,English,11009,17.4
5594,43.2,1.2,3.4,0.0533333333333333,0.52,0.11,0.0633333333333333,0.253333333333333,0.730443239212036,1,English,11009,17.45
5595,41.2,1,2,0.0766666666666667,0.46,0.09,0.13,0.243333333333333,0.759325802326202,1,English,11009,17.5
5596,73,2.6,4.8,0.0833333333333333,0.33,0.103333333333333,0.03,0.453333333333333,0.714439272880554,1,English,11009,17.55
5599,16.2,0.4,5.6,0.01,0.723333333333333,0.08,0.01,0.176666666666667,0.752895355224609,1,English,11009,18.1
5600,35.2,1.2,7.2,0.0666666666666667,0.233333333333333,0.306666666666667,0.00333333333333333,0.39,0.547327041625977,1,English,11009,18.15
5604,75,2.8,7.8,0.00333333333333333,0.39,0.113333333333333,0,0.493333333333333,0.744560897350311,1,English,11009,18.35
5607,71.8,3.2,8.4,0.04,0.206666666666667,0.163333333333333,0,0.59,0.846300721168518,1,English,11009,18.5
5608,133,7.2,9.8,0.00666666666666667,0.223333333333333,0.0733333333333333,0,0.696666666666667,0.916481554508209,1,English,11009,18.55
5609,132,4.2,6.8,0,0.21,0.09,0.00666666666666667,0.693333333333333,0.765024483203888,1,English,11009,19
5610,135.4,7.4,9.6,0,0.166666666666667,0.0966666666666667,0.0166666666666667,0.72,0.683198809623718,1,English,11009,19.05
5612,30.4,0.8,3,0.00666666666666667,0.556666666666667,0.146666666666667,0.0133333333333333,0.276666666666667,0.58224481344223,1,English,11011,8.15
5613,10.2,0.2,2.4,0.00333333333333333,0.653333333333333,0.233333333333333,0,0.11,0.817582964897156,1,English,11011,8.2
5614,17.8,0.8,1.4,0.0266666666666667,0.576666666666667,0.0866666666666667,0.01,0.3,0.52596515417099,1,English,11011,8.25
5615,9.8,0.8,1.2,0.0833333333333333,0.62,0.21,0,0.0866666666666667,0.866545259952545,1,English,11011,8.3
5616,16.8,0.8,1.8,0.136666666666667,0.45,0.34,0,0.0733333333333333,0.757670521736145,1,English,11011,8.35
5617,12.8,0.8,4.4,0.00333333333333333,0.41,0.446666666666667,0,0.14,0.767909824848175,1,English,11011,8.4
5618,8,0.4,10.6,0.0133333333333333,0.476666666666667,0.283333333333333,0,0.226666666666667,0.707987666130066,1,English,11011,8.45
5619,7.2,0.6,10.8,0.0133333333333333,0.526666666666667,0.196666666666667,0,0.263333333333333,0.621886134147644,1,English,11011,8.5
5622,3,0,2.8,0.00333333333333333,0.36,0.473333333333333,0.00666666666666667,0.156666666666667,0.580754637718201,1,English,11011,9.05
5623,9.4,0.6,7,0.02,0.44,0.333333333333333,0.00333333333333333,0.203333333333333,0.799025237560272,1,English,11011,9.1
5624,40.6,1.8,5.6,0.00333333333333333,0.523333333333333,0.166666666666667,0,0.306666666666667,0.564389705657959,1,English,11011,9.15
5625,114.6,2.2,2.4,0,0.42,0.04,0,0.54,0.856240272521973,1,English,11011,9.2
5626,107.6,1.8,2.4,0,0.363333333333333,0.106666666666667,0,0.53,0.794577479362488,1,English,11011,9.25
5627,34.4,2,4.4,0.00333333333333333,0.52,0.23,0,0.246666666666667,0.78917407989502,1,English,11011,9.3
5628,7.8,0.6,1.2,0.19,0.603333333333333,0.133333333333333,0,0.0733333333333333,0.907281160354614,1,English,11011,9.35
5629,4,0.2,4.4,0,0.67,0.186666666666667,0.00333333333333333,0.14,0.821670949459076,1,English,11011,9.4
5630,14.6,0.2,0.8,0.00333333333333333,0.7,0.143333333333333,0.00333333333333333,0.15,0.688255786895752,1,English,11011,9.45
5631,0.4,0,4,0.01,0.506666666666667,0.43,0,0.0533333333333333,0.635938286781311,1,English,11011,9.5
5632,2,0,1.2,0.00333333333333333,0.563333333333333,0.406666666666667,0,0.0266666666666667,0.688026428222656,1,English,11011,9.55
5633,1.8,0.2,1.2,0.00333333333333333,0.373333333333333,0.58,0.00333333333333333,0.04,0.745203077793121,1,English,11011,10
5635,2.4,0,1.4,0.07,0.53,0.35,0,0.05,0.692433476448059,1,English,11011,10.1
5636,4.6,0.4,0.6,0.02,0.65,0.293333333333333,0,0.0366666666666667,0.724122583866119,1,English,11011,10.15
5637,24.8,0.4,0.8,0,0.53,0.326666666666667,0,0.143333333333333,0.690329968929291,1,English,11011,10.2
5638,14.2,0.8,9,0.00666666666666667,0.403333333333333,0.366666666666667,0,0.223333333333333,0.61698853969574,1,English,11011,10.25
5639,6.6,0.8,1.6,0.00666666666666667,0.57,0.346666666666667,0,0.0766666666666667,0.828813076019287,1,English,11011,10.3
5640,30.6,0,0.4,0,0.446666666666667,0.45,0,0.103333333333333,0.539485156536102,1,English,11011,10.35
5641,13,1,5.2,0.00333333333333333,0.536666666666667,0.293333333333333,0,0.166666666666667,0.864399194717407,1,English,11011,10.4
5642,2.2,0.6,6,0,0.633333333333333,0.193333333333333,0,0.173333333333333,0.813161969184875,1,English,11011,10.45
5643,9.8,0.8,3.4,0.0633333333333333,0.56,0.23,0,0.146666666666667,0.892825663089752,1,English,11011,10.5
5644,7.6,0.8,1.8,0,0.82,0.103333333333333,0,0.0766666666666667,0.847088932991028,1,English,11011,10.55
5645,9.4,0.6,2.6,0.0266666666666667,0.683333333333333,0.136666666666667,0,0.153333333333333,0.849182426929474,1,English,11011,11
5646,2.2,0.2,1.4,0.15,0.57,0.233333333333333,0,0.0466666666666667,0.849820137023926,1,English,11011,11.05
5647,1.2,0,1,0.00666666666666667,0.476666666666667,0.153333333333333,0.24,0.123333333333333,0.619143426418304,1,English,11011,13.05
5648,0.6,0,0.4,0,0.493333333333333,0.3,0.176666666666667,0.03,0.584847390651703,1,English,11011,13.1
5650,13.6,0.6,1.4,0,0.306666666666667,0.19,0.386666666666667,0.116666666666667,0.581410765647888,1,English,11011,13.2
5651,7,0,0.8,0,0.76,0.17,0,0.07,0.773154735565186,1,English,11011,13.25
5652,0.8,0,0.6,0.0266666666666667,0.79,0.166666666666667,0,0.0166666666666667,0.715778231620789,1,English,11011,13.3
5653,2.4,0.4,6.4,0.01,0.436666666666667,0.433333333333333,0,0.12,0.824431180953979,1,English,11011,13.35
5654,4.6,0.4,7.8,0.0433333333333333,0.29,0.483333333333333,0,0.183333333333333,0.727972388267517,1,English,11011,13.4
5655,12.6,1.4,5.8,0.03,0.36,0.446666666666667,0,0.163333333333333,0.819877445697784,1,English,11011,13.45
5656,2.2,0.2,6.2,0.00666666666666667,0.45,0.4,0,0.143333333333333,0.656741797924042,1,English,11011,13.5
5657,13.4,0.2,1.4,0.01,0.656666666666667,0.223333333333333,0.00333333333333333,0.106666666666667,0.663187921047211,1,English,11011,13.55
5659,17,1.2,7,0.07,0.336666666666667,0.333333333333333,0.00333333333333333,0.256666666666667,0.546869814395905,1,English,11011,14.05
5660,0.4,0,1.6,0.0833333333333333,0.68,0.19,0,0.0466666666666667,0.629386305809021,1,English,11011,14.1
5662,15.4,0.2,0.6,0,0.606666666666667,0.306666666666667,0,0.0866666666666667,0.734533250331879,1,English,11011,14.2
5663,6.4,0.8,5.6,0.0133333333333333,0.51,0.286666666666667,0.00333333333333333,0.186666666666667,0.869619250297546,1,English,11011,14.25
5664,32,3.4,7.6,0.01,0.553333333333333,0.0966666666666667,0,0.34,0.903482854366302,1,English,11011,14.3
5665,45.2,3.6,4.2,0.0133333333333333,0.61,0.0566666666666667,0,0.32,0.902252018451691,1,English,11011,14.35
5666,19,1.4,2,0.0366666666666667,0.613333333333333,0.173333333333333,0,0.176666666666667,0.825875043869019,1,English,11011,14.4
5667,27,1.8,7.6,0.00666666666666667,0.566666666666667,0.113333333333333,0,0.313333333333333,0.756131172180176,1,English,11011,14.45
5668,17.2,2,10.4,0,0.456666666666667,0.153333333333333,0,0.39,0.859018862247467,1,English,11011,14.5
5669,74.4,2.4,5.6,0.01,0.413333333333333,0.1,0,0.476666666666667,0.852790892124176,1,English,11011,14.55
5670,47.2,0.6,0.8,0.00333333333333333,0.666666666666667,0.0333333333333333,0,0.296666666666667,0.774018943309784,1,English,11011,15
5671,35.2,2,6.6,0.00666666666666667,0.486666666666667,0.146666666666667,0,0.36,0.843240439891815,1,English,11011,15.05
5672,7.6,1,8,0.00333333333333333,0.706666666666667,0.0633333333333333,0,0.226666666666667,0.876568496227264,1,English,11011,15.1
5673,8,0.8,6.2,0.0533333333333333,0.54,0.213333333333333,0.00333333333333333,0.19,0.902293741703033,1,English,11011,15.15
5674,5.6,0,0.2,0.196666666666667,0.67,0.106666666666667,0,0.0266666666666667,0.731049656867981,1,English,11011,15.2
5675,12.4,1.4,7.6,0.00666666666666667,0.623333333333333,0.106666666666667,0,0.263333333333333,0.801315307617188,1,English,11011,15.25
5676,23.8,2.2,9.4,0.01,0.47,0.12,0,0.4,0.884574294090271,1,English,11011,15.3
5677,14.4,0.8,2.2,0.0266666666666667,0.376666666666667,0.41,0.03,0.156666666666667,0.640878081321716,1,English,11011,15.35
5686,1.8,0,0,0.223333333333333,0.0333333333333333,0.733333333333333,0,0.01,0.595363020896912,1,English,11011,16.2
5691,19.2,1.8,5.4,0.00333333333333333,0.46,0.273333333333333,0,0.263333333333333,0.780613601207733,1,English,11011,16.45
5692,33.8,4.2,16,0,0.33,0.183333333333333,0.00333333333333333,0.483333333333333,0.86457622051239,1,English,11011,16.5
5693,28.2,1.6,3.4,0.0166666666666667,0.553333333333333,0.173333333333333,0,0.256666666666667,0.791046917438507,1,English,11011,16.55
5694,40.8,0.6,1,0.05,0.503333333333333,0.166666666666667,0.0166666666666667,0.263333333333333,0.539560377597809,1,English,11011,17
5695,43.4,0,0,0.0266666666666667,0.633333333333333,0.08,0.00333333333333333,0.256666666666667,0.594164133071899,1,English,11011,17.05
5705,29.2,0,0,0.0633333333333333,0.52,0.27,0,0.146666666666667,0.56241500377655,1,English,11011,17.55
5707,18.2,1,3.8,0.0366666666666667,0.51,0.296666666666667,0,0.156666666666667,0.862610518932343,1,English,11011,18.05
